-6.999999999978286,-6.248611470448378
-7.020558002912987,-6.214128691609832
-7.041116005847474,-6.171025215659612
-7.064610866343741,-6.127921736815253
-7.085168869277695,-6.093438951454174
-7.105726872211361,-6.050335466642266
-7.132158590268461,-5.989990581398252
-7.1497797356395365,-5.938266387248433
-7.170337738572096,-5.8951628867228925
-7.196769456627612,-5.843438678871387
-7.220264317120737,-5.791714462168452
-7.234948604928588,-5.765852350167608
-7.258443465420533,-5.71412811804235
-7.281938325911641,-5.6537831654216735
-7.3024963288406,-5.610679616580355
-7.325991189329873,-5.567576057246643
-7.343612334696085,-5.515851770640295
-7.3612334800616015,-5.472748184198133
-7.384728340547771,-5.421023861315525
-7.405286343471948,-5.369299515030668
-7.43171806151545,-5.3003336784351545
-7.443465491756269,-5.265850740083072
-7.464023494676506,-5.214126304319374
-7.481644640035403,-5.171022579275037
-7.499265785392984,-5.119298070835142
-7.513950073189884,-5.08481503952782
-7.534508076103748,-5.024469679397705
-7.5550660790153294,-4.9727450222477785
-7.57856093948262,-4.912399505330588
-7.599118942388516,-4.852053885656638
-7.6226138028486154,-4.791708147900878
-7.6431718057475475,-4.722741423183708
-7.663729808642714,-4.671016245120896
-7.681350953978148,-4.6192909354910325
-7.707782671975029,-4.541702687383044
-7.725403817301688,-4.481355999908631
-7.7518355352839965,-4.403766988663881
-7.778267253256032,-4.326177428815588
-7.798825256115222,-4.257208384295155
-7.816446401416989,-4.196859975688112
-7.8281938316147865,-4.1192683692325325
-7.839941261809701,-4.04167570635362
-7.857562407096317,-3.9640817803016093
-7.87518355237551,-3.877864523115696
-7.889867840102046,-3.8002670592247454
-7.904552127822601,-3.722667392307505
-7.925110130620526,-3.6364424289049593
-7.9427312758649595,-3.5588365909964863
-7.960352421098403,-3.4726033432018504
-7.98091042385562,-3.369115692208443
-7.992657853994701,-3.33461757906801
-8.010278999191694,-3.248366504207026
-8.027900144373687,-3.170732285166391
-8.045521289539412,-3.0930886539931497
-8.063142434687492,-3.0154337606565114
-8.083700437335956,-2.937765389369656
-8.098384724924628,-2.8687133874860447
-8.118942727522276,-2.782377066608978
-8.130690157563157,-2.721924992860889
-8.148311302602522,-2.6614568340934674
-8.171806162610537,-2.557752523168718
-8.192364165071718,-2.4712799114202824
-8.215859024969244,-2.3760913993297286
-8.227606454892694,-2.3154716855433106
-8.248164457214497,-2.2374700180221225
-8.265785602013368,-2.1507036378014126
-8.286343604216942,-2.055114256222908
-8.309838463788594,-1.9680498149439543
-8.333333323254251,-1.8633108400006695
-8.350954467776699,-1.7757544982166102
-8.368575612227122,-1.705487019868981
-8.380323041817743,-1.6438081722340117
-8.395007328754263,-1.590771258544974
