m4_keV,Ue4sq_95CL
2.408604020100502794e+02,7.245814985020572647e-03
2.438201507537688713e+02,6.767963753496713912e-03
2.467798994974874631e+02,6.376851441488299264e-03
2.497396482412060550e+02,6.017077068317379547e-03
2.526993969849246469e+02,5.623415277978115016e-03
2.556591457286432387e+02,5.291114123554576699e-03
2.586188944723618306e+02,4.965957001731398888e-03
2.615786432160804225e+02,4.673458548729473444e-03
2.645383919597990143e+02,4.386735032964274653e-03
2.674981407035176062e+02,4.087283521000830734e-03
2.704578894472361981e+02,3.856497342376519460e-03
2.734176381909547899e+02,3.629220488643177412e-03
2.763773869346733818e+02,3.396865836629558381e-03
2.793371356783919737e+02,3.191193098517507241e-03
2.822968844221105655e+02,3.017139860957135725e-03
2.852566331658291574e+02,2.830488666086807166e-03
2.882163819095477493e+02,2.672413450973850930e-03
2.911761306532663411e+02,2.509199810875819767e-03
2.941358793969849330e+02,2.369704400975809668e-03
2.970956281407035249e+02,2.240093312509942262e-03
3.000553768844221167e+02,2.110698601728947747e-03
3.030151256281407086e+02,1.999968570165177630e-03
3.059748743718593005e+02,1.892270004363011838e-03
3.089346231155778923e+02,1.797067460595235628e-03
3.118943718592964842e+02,1.708762459543162375e-03
3.148541206030150761e+02,1.631264278756586715e-03
3.178138693467336680e+02,1.548060943176467240e-03
3.207736180904522598e+02,1.478227584319138140e-03
3.237333668341708517e+02,1.414925662423886180e-03
3.266931155778895004e+02,1.352501308030219698e-03
3.296528643216080923e+02,1.295381972836571463e-03
3.326126130653266841e+02,1.245361286220225639e-03
3.355723618090452760e+02,1.198219925644939321e-03
3.385321105527638679e+02,1.157979377167457158e-03
3.414918592964824597e+02,1.113739942195661643e-03
3.444516080402010516e+02,1.076917965463306892e-03
3.474113567839196435e+02,1.044076880129453811e-03
3.503711055276382353e+02,1.016391902306210387e-03
3.533308542713568272e+02,9.885252178994858620e-04
3.562906030150754191e+02,9.620976804886388276e-04
3.592503517587940109e+02,9.403795722940840604e-04
3.622101005025126028e+02,9.182491098508522610e-04
3.651698492462311947e+02,8.989105721627390060e-04
3.681295979899497866e+02,8.839025067883649577e-04
3.710893467336683784e+02,8.683990889396896564e-04
3.740490954773869703e+02,8.547184391833342020e-04
3.770088442211055622e+02,8.456793934480833635e-04
3.799685929648241540e+02,8.338517904194313324e-04
3.829283417085427459e+02,8.262287737081069460e-04
3.858880904522613378e+02,8.181551308182483670e-04
3.888478391959799296e+02,8.114948515431440017e-04
3.918075879396985215e+02,8.060444366048920067e-04
3.947673366834171134e+02,8.019119971577636820e-04
3.977270854271357052e+02,7.981859886548634637e-04
4.006868341708542971e+02,7.961826165944739259e-04
4.036465829145728890e+02,7.945638612784977151e-04
4.066063316582914808e+02,7.926951938160244808e-04
4.095660804020100727e+02,7.921810437871851240e-04
4.125258291457286646e+02,7.927416987210685441e-04
4.154855778894472564e+02,7.937346897945837983e-04
4.184453266331658483e+02,7.957379422332709271e-04
4.214050753768844402e+02,7.973987647419950421e-04
4.243648241206030320e+02,7.994538733349839657e-04
4.273245728643216239e+02,8.019568111010867304e-04
4.302843216080402158e+02,8.052736146107682168e-04
4.332440703517588076e+02,8.092230104067345839e-04
4.362038190954773995e+02,8.148586358221308499e-04
4.391635678391959914e+02,8.196396317186877131e-04
4.421233165829145833e+02,8.246530660854198584e-04
4.450830653266331751e+02,8.304359999216933243e-04
4.480428140703517670e+02,8.366778167937181368e-04
4.510025628140703589e+02,8.426798039229719617e-04
4.539623115577890076e+02,8.488537953168677009e-04
4.569220603015075994e+02,8.563196418272371081e-04
4.598818090452261913e+02,8.641385926622364251e-04
4.628415577889447832e+02,8.721964695738087603e-04
4.658013065326633750e+02,8.806024276595572587e-04
4.687610552763819669e+02,8.892752237293709934e-04
4.717208040201005588e+02,8.964359315078062251e-04
4.746805527638191506e+02,9.070304476334976190e-04
4.776403015075377425e+02,9.164230997942305820e-04
4.806000502512563344e+02,9.264196553253768035e-04
4.835597989949749262e+02,9.358677839512236562e-04
4.865195477386935181e+02,9.478157925926724474e-04
4.894792964824121100e+02,9.579335213844373653e-04
4.924390452261307018e+02,9.700436096565450512e-04
4.953987939698492937e+02,9.789523519084866732e-04
4.983585427135678856e+02,9.940176967048928135e-04
5.013182914572864775e+02,1.007745583919460739e-03
5.042780402010050693e+02,1.021203809177502605e-03
5.072377889447236612e+02,1.034816899743900729e-03
5.101975376884422531e+02,1.049200568184604967e-03
5.131572864321608449e+02,1.065402443123689234e-03
5.161170351758794368e+02,1.082820959907084555e-03
5.190767839195980287e+02,1.102565801515769783e-03
5.220365326633166205e+02,1.119258880831819304e-03
5.249962814070352124e+02,1.139655558982798035e-03
5.279560301507538043e+02,1.160693112539502641e-03
5.309157788944723961e+02,1.182309646940191616e-03
5.338755276381909880e+02,1.204632105327135870e-03
5.368352763819095799e+02,1.232169179691948793e-03
5.397950251256281717e+02,1.259045318662967410e-03
5.427547738693467636e+02,1.289090471860701668e-03
5.457145226130653555e+02,1.321054982984419231e-03
5.486742713567839473e+02,1.352518798793682928e-03
5.516340201005025392e+02,1.392436410744766475e-03
5.545937688442211311e+02,1.432814400832442677e-03
5.575535175879397229e+02,1.480838853619872216e-03
5.605132663316583148e+02,1.528846351741196870e-03
5.634730150753769067e+02,1.584905850782381128e-03
